id,genus,spp,tree_number,stem_number,dbh,health,alive,standing,old_plot_col,zone,plot,oldtag,dhas.1,dhas.2,notes,new_genus,new_species
Uni.spp.2418.1,Uni,spp,2418,1,70,0,0,1,M2,M,2,,,,,Jun,vir
Uni.spp.2419.1,Uni,spp,2419,1,132,0,0,1,M2,M,2,,,,,Jun,vir
Pin.tae.2420.1,Pin,tae,2420,1,360,5,1,1,M2,M,2,,,,sprayed,,
Nys.syl.2421.1,Nys,syl,2421,1,200,6,1,1,M2,M,2,,,,sprayed,,
Nys.syl.2422.1,Nys,syl,2422,1,41,0,0,1,M2,M,2,,,,,,
Pin.tae.2423.1,Pin,tae,2423,1,431,7,1,1,M2,M,2,,,,sprayed,,
Pin.tae.2424.1,Pin,tae,2424,1,372,3,1,1,M2,M,2,,,,sprayed,,
Nys.syl.2425.1,Nys,syl,2425,1,267,7,1,1,M2,M,2,,,,sprayed,,
Jun.vir.2426.1,Jun,vir,2426,1,125,6,1,1,M2,M,2,,,,,,
Pin.tae.2427.1,Pin,tae,2427,1,359,7,1,1,M2,M,2,,,,sprayed,,
Jun.vir.2428.1,Jun,vir,2428,1,158,0,0,1,M2,M,2,,,,,Uni,spp
Jun.vir.2429.1,Jun,vir,2429,1,35,0,0,1,M2,M,2,,,,,Uni,spp
Nys.syl.2430.1,Nys,syl,2430,1,127,5,1,1,M2,M,2,,,,,,
Pin.tae.2431.1,Pin,tae,2431,1,374,4,1,1,M2,M,2,,,,sprayed,,
Nys.syl.2432.1,Nys,syl,2432,1,,6,1,1,M2,M,2,,,,posion ivy,,
Pin.tae.2433.1,Pin,tae,2433,1,387,7,1,1,M2,M,2,,,,sprayed,,
Pin.tae.2434.1,Pin,tae,2434,1,302,7,1,1,M2,M,2,,,,sprayed,,
Pin.tae.2435.1,Pin,tae,2435,1,350,4,1,1,M2,M,2,,,,sprayed,,
Jun.vir.2436.1,Jun,vir,2436,1,,4,1,1,M2,M,2,,,,posion ivy,,
Jun.vir.2437.1,Jun,vir,2437,1,82,8,1,1,M2,M,2,,,,sprayed (?),,
Pin.tae.2438.1,Pin,tae,2438,1,399,5,1,1,M2,M,2,,,,,,
Nys.syl.2439.1,Nys,syl,2439,1,146,5,1,1,M2,M,2,,,,,,
Uni.spp.2440.1,Uni,spp,2440,1,,,,,M2,M,2,,,,,,
Pin.tae.2441.1,Pin,tae,2441,1,365,7,1,1,M2,M,2,,,,sprayed,,
Pin.tae.2442.1,Pin,tae,2442,1,312,5,1,1,M2,M,2,,,,sprayed,,
Pin.tae.501.1,Pin,tae,501,1,348,6,1,1,M2,M,2,,,,sprayed,,
Nys.syl.5828.1,Nys,syl,5828,1,154,7,1,1,M2,M,2,,,,,,
Pin.tae.5837.1,Pin,tae,5837,1,338,,1,1,M2,M,2,,,,sprayed,,
Nys.syl.5861.1,Nys,syl,5861,1,86,3,,,M2,M,2,,,,,,
Pin.tae.5862.1,Pin,tae,5862,1,469,5,1,1,M2,M,2,,,,sprayed,,
Uni.spp.5863.1,Uni,spp,5863,1,125,8,1,1,M2,M,2,,,,,Jun,vir
Uni.spp.5883.1,Uni,spp,5883,1,,,,,M2,M,2,,,,,,
Uni.spp.901.1,Uni,spp,901,1,163,7,1,1,M2,M,2,,,,,,
Nys.syl.2421.2,Nys,syl,2421,2,149,5,1,1,M2,M,2,,,,,,
Nys.syl.2425.2,Nys,syl,2425,2,225,8,1,1,M2,M,2,,,,,,
Nys.syl.2439.2,Nys,syl,2439,2,131,6,1,1,M2,M,2,,,,,,
Nys.syl.2425.3,Nys,syl,2425,3,176,5,1,1,M2,M,2,,,,,,
Mor.cer.492.1,Mor,cer,492,1,,,,,M2,M,2,,,,No find :(,,
Mor.cer.5149.1,Mor,cer,5149,1,55,7,1,1,M2,M,2,,,,,,
Mor.cer.5148.1,Mor,cer,5148,1,55,7,1,1,M2,M,2,,,,,,
Nys.syl.338.1,Nys,syl,338,1,174,1,1,1,M3,M,3,,,,,,
Nys.syl.339.1,Nys,syl,339,1,127,0,0,1,M3,M,3,,,,,,
Pin.tae.340.1,Pin,tae,340,1,122,0,0,1,M3,M,3,,,,,,
Pin.tae.341.1,Pin,tae,341,1,465,6,1,1,M3,M,3,,,,,,
Nys.syl.342.1,Nys,syl,342,1,105,1,1,1,M3,M,3,,,,,,
Pin.tae.343.1,Pin,tae,343,1,280,0,0,1,M3,M,3,,,,,,
Nys.syl.344.1,Nys,syl,344,1,156,1,1,1,M3,M,3,,,,,,
Pin.tae.345.1,Pin,tae,345,1,113,0,0,1,M3,M,3,,,,,Jun,vir
Pin.tae.346.1,Pin,tae,346,1,420,4,1,1,M3,M,3,,,,,,
Jun.vir.347.1,Jun,vir,347,1,133,0,0,1,M3,M,3,,,,,,
Pin.tae.348.1,Pin,tae,348,1,166,7,1,1,M3,M,3,,,,,,
Pin.tae.349.1,Pin,tae,349,1,517,6,1,1,M3,M,3,,,,,,
Nys.syl.350.1,Nys,syl,350,1,158,0,0,1,M3,M,3,,,,,,
Pin.tae.351.1,Pin,tae,351,1,380,5,1,1,M3,M,3,,,,,,
Pin.tae.352.1,Pin,tae,352,1,396,6,1,1,M3,M,3,,,,,,
Jun.vir.353.1,Jun,vir,353,1,228,9,1,1,M3,M,3,,,,,,
Pin.tae.354.1,Pin,tae,354,1,401,5,1,1,M3,M,3,,,,,,
Pin.tae.355.1,Pin,tae,355,1,465,2,1,1,M3,M,3,,,,,,
Jun.vir.356.1,Jun,vir,356,1,200,2,1,1,M3,M,3,,,,alive !!!!,,
Jun.vir.357.1,Jun,vir,357,1,,4,1,1,M3,M,3,,,,poison ivy,,
Nys.syl.358.1,Nys,syl,358,1,,6,1,1,M3,M,3,,,,poison ivy,,
Jun.vir.359.1,Jun,vir,359,1,162,6,0,1,M3,M,3,,,,,,
Pin.tae.360.1,Pin,tae,360,1,533,8,1,1,M3,M,3,,,,,,
Nys.syl.361.1,Nys,syl,361,1,193,6,1,1,M3,M,3,,,,,,
Pin.tae.364.1,Pin,tae,364,1,406,6,1,1,M3,M,3,,,,,,
Mor.cer.5188.1,Mor,cer,5188,1,157,7,1,1,M3,M,3,,,,,,
Jun.vir.5189.1,Jun,vir,5189,1,129,5,1,1,M3,M,3,,,,alive !!!!!,,
Jun.vir.5826.1,Jun,vir,5826,1,71,0,0,1,M3,M,3,,,,,,
Nys.syl.5827.1,Nys,syl,5827,1,163,0,0,1,M3,M,3,,,,,,
Uni.spp.5838.1,Uni,spp,5838,1,214,6,1,1,M3,M,3,,,,,Jun,vir
Jun.vir.911.1,Jun,vir,911,1,,0,0,0,M3,M,3,,,,,,
Nys.syl.358.2,Nys,syl,358,2,,6,1,1,M3,M,3,,,,poison ivy,,
Jun.vir.347.3,Jun,vir,347,3,123,5,1,1,M3,M,3,,,,,,
Mor.cer.603.1,Mor,cer,603,1,84,0,0,1,M3,M,3,,,,347.2,,
Mor.cer.603.2,Mor,cer,603,2,63,6,1,1,M3,M,3,,,,,,
Mor.cer.603.3,Mor,cer,603,3,65,5,0,1,M3,M,3,,,,,,
Mor.cer.605.1,Mor,cer,605,1,56,2,1,1,M3,M,3,,,,,,
Mor.cer.605.2,Mor,cer,605,2,50,7,1,1,M3,M,3,,,,,,
Jun.vir.2443.1,Jun,vir,2443,1,106,6,1,1,M4,M,4,,,,,,
Uni.spp.2444.1,Uni,spp,2444,1,132,2,1,1,M4,M,4,,,,,Que,phe
Pin.tae.2445.1,Pin,tae,2445,1,,,,,M4,M,4,,,,,,
Nys.syl.2446.1,Nys,syl,2446,1,183,8,1,1,M4,M,4,,,,,,
Pin.tae.2447.1,Pin,tae,2447,1,423,5,1,1,M4,M,4,,,,,,
Jun.vir.2448.1,Jun,vir,2448,1,99,0,0,1,M4,M,4,,,,,,
Nys.syl.2449.1,Nys,syl,2449,1,177,7,1,1,M4,M,4,,,,,,
Pin.tae.2450.1,Pin,tae,2450,1,441,5,1,1,M4,M,4,,,,,,
Pin.tae.2451.1,Pin,tae,2451,1,395,8,1,1,M4,M,4,,,,,,
Uni.spp.2452.1,Uni,spp,2452,1,,,,,M4,M,4,,,,,,
Pin.tae.2453.1,Pin,tae,2453,1,523,9,1,1,M4,M,4,,,,,,
Pin.tae.2454.1,Pin,tae,2454,1,499,7,1,1,M4,M,4,,,,,,
Pin.tae.2455.1,Pin,tae,2455,1,185,4,1,1,M4,M,4,,,,,,
Pin.tae.2456.1,Pin,tae,2456,1,79,0,0,1,M4,M,4,,,,,,
Pin.tae.2457.1,Pin,tae,2457,1,255,5,1,1,M4,M,4,,,,,,
Pin.tae.2458.1,Pin,tae,2458,1,377,5,1,1,M4,M,4,,,,,,
Nys.syl.2459.1,Nys,syl,2459,1,239,0,0,1,M4,M,4,,,,,,
Pin.tae.2460.1,Pin,tae,2460,1,319,5,1,1,M4,M,4,,,,,,
Pin.tae.2461.1,Pin,tae,2461,1,340,0,0,1,M4,M,4,,,,,,
Nys.syl.2462.1,Nys,syl,2462,1,160,8,1,1,M4,M,4,,,,,,
Nys.syl.2459.2,Nys,syl,2459,2,81,0,0,1,M4,M,4,,,,,,
Mor.cer.490.1,Mor,cer,490,1,56,7,1,1,M4,M,4,,,,,,
Mor.cer.489.1,Mor,cer,489,1,53,8,1,1,M4,M,4,,,,,,
Mor.cer.469.1,Mor,cer,469,1,50,8,1,1,M4,M,4,,,,,,
Mor.cer.446.1,Mor,cer,446,1,86,9,1,1,M4,M,4,,,,,,
Mor.cer.446.2,Mor,cer,446,2,70,9,1,1,M4,M,4,,,,,,
Mor.cer.5396.1,Mor,cer,5396,1,54,6,1,1,M4,M,4,,,,,,
Mor.cer.5396.2,Mor,cer,5396,2,55,7,1,1,M4,M,4,,,,,,
Mor.cer.5396.3,Mor,cer,5396,3,53,5,1,1,M4,M,4,,,,,,
Nys.syl.2469.1,Nys,syl,2469,1,75,3,1,1,M5,M,5,,,,,,
Pin.tae.2470.1,Pin,tae,2470,1,,,,,M5,M,5,,,,,,
Pin.tae.2471.1,Pin,tae,2471,1,339,0,0,1,M5,M,5,,,,,,
Nys.syl.2472.1,Nys,syl,2472,1,,,,,M5,M,5,,,,,,
Pin.tae.2473.1,Pin,tae,2473,1,,,,,M5,M,5,,,,,,
Pin.tae.2474.1,Pin,tae,2474,1,,,,,M5,M,5,,,,,,
Pin.tae.2475.1,Pin,tae,2475,1,,,,,M5,M,5,,,,,,
Nys.syl.2476.1,Nys,syl,2476,1,,,,,M5,M,5,,,,,,
Pin.tae.2475.1,Pin,tae,2475,1,,,,,M5,M,5,,,,,,
Nys.syl.2476.1,Nys,syl,2476,1,,,,,M5,M,5,,,,,,
Pin.tae.2477.1,Pin,tae,2477,1,,,,,M5,M,5,,,,,,
Pin.tae.2478.1,Pin,tae,2478,1,,,,,M5,M,5,,,,,,
Nys.syl.2479.1,Nys,syl,2479,1,,,,,M5,M,5,,,,,,
Nys.syl.2480.1,Nys,syl,2480,1,,,,,M5,M,5,,,,,,
Nys.syl.2481.1,Nys,syl,2481,1,156,1,1,1,M5,M,5,,,,,,
Jun.vir.2482.1,Jun,vir,2482,1,56,7,1,1,M5,M,5,,,,,,
Pin.tae.2483.1,Pin,tae,2483,1,436,6,1,1,M5,M,5,,,,,,
Pin.tae.2484.1,Pin,tae,2484,1,,,,,M5,M,5,,,,,,
Pin.tae.2485.1,Pin,tae,2485,1,270,0,0,1,M5,M,5,,,,,,
Pin.tae.2486.1,Pin,tae,2486,1,200,5,1,1,M5,M,5,,,,,,
Jun.vir.2487.1,Jun,vir,2487,1,144,5,1,1,M5,M,5,,,,,,
Pin.tae.2488.1,Pin,tae,2488,1,359,7,1,1,M5,M,5,,,,,,
Pin.tae.2489.1,Pin,tae,2489,1,230,4,0,1,M5,M,5,,,,,,
Pin.tae.2490.1,Pin,tae,2490,1,323,0,0,1,M5,M,5,,,,,,
Pin.tae.2491.1,Pin,tae,2491,1,380,4,1,1,M5,M,5,,,,,,
Nys.syl.2492.1,Nys,syl,2492,1,60,0,0,1,M5,M,5,,,,,,
Pin.tae.2493.1,Pin,tae,2493,1,427,5,1,1,M5,M,5,,,,,,
Jun.vir.2494.1,Jun,vir,2494,1,,,,,M5,M,5,,,,,,
Pin.tae.2495.1,Pin,tae,2495,1,236,0,1,,M5,M,5,,,,,,
Jun.vir.2496.1,Jun,vir,2496,1,318,8,,,M5,M,5,,,,,,
Pin.tae.2497.1,Pin,tae,2497,1,293,0,0,1,M5,M,5,,,,,,
Jun.vir.2498.1,Jun,vir,2498,1,,8,1,1,M5,M,5,,,,,,
Nys.syl.2500.1,Nys,syl,2500,1,143,0,0,1,M5,M,5,,,,,,
Jun.vir.500.1,Jun,vir,500,1,147,7,,,M5,M,5,,,,,,
Nys.syl.5870.1,Nys,syl,5870,1,67,0,0,1,M5,M,5,,,,,,
Nys.syl.5871.1,Nys,syl,5871,1,97,0,0,1,M5,M,5,,,,,,
Jun.vir.5872.1,Jun,vir,5872,1,,,,,M5,M,5,,,,,,
Pin.tae.904.1,Pin,tae,904,1,,,,,M5,M,5,,,,,,
Uni.spp.910.1,Uni,spp,910,1,,,,,M5,M,5,,,,,,
Pin.tae.972.1,Pin,tae,972,1,,0,0,0,M5,M,5,,,,,,
Mor.cer.455.1,Mor,cer,455,1,57,8,1,1,M5,M,5,,,,,,
Mor.cer.461.1,Mor,cer,461,1,70,0,0,1,M5,M,5,,,,,,
Mor.cer.461.2,Mor,cer,461,2,62,9,1,1,M5,M,5,,,,,,
Mor.cer.487.1,Mor,cer,487,1,77,4,1,1,M5,M,5,,,,,,
Mor.cer.487.2,Mor,cer,487,2,72,0,0,1,M5,M,5,,,,,,
Mor.cer.487.3,Mor,cer,487,3,60,7,1,1,M5,M,5,,,,,,
Mor.cer.5397.1,Mor,cer,5397,1,59,7,1,1,M5,M,5,,,,,,
Jun.vir.5398.1,Jun,vir,5398,1,,0,0,1,M5,M,5,,,,used to be 2494 / note history,,
Jun.vir.362.1,Jun,vir,362,1,125,6,1,1,M6,M,6,,,,,,
Jun.vir.363.1,Jun,vir,363,1,145,8,1,1,M6,M,6,,,,,,
Pin.tae.365.1,Pin,tae,365,1,485,7,1,1,M6,M,6,,,,,,
Jun.vir.366.1,Jun,vir,366,1,98,3,1,1,M6,M,6,,,,,,
Pin.tae.367.1,Pin,tae,367,1,429,0,0,1,M6,M,6,,,,,,
Jun.vir.368.1,Jun,vir,368,1,130,8,1,1,M6,M,6,,,,,,
Pin.tae.369.1,Pin,tae,369,1,324,3,1,1,M6,M,6,,,,,,
Pin.tae.370.1,Pin,tae,370,1,391,5,1,1,M6,M,6,,,,,,
Nys.syl.371.1,Nys,syl,371,1,169,4,1,1,M6,M,6,,,,,,
Nys.syl.372.1,Nys,syl,372,1,104,0,0,1,M6,M,6,,,,,,
Jun.vir.373.1,Jun,vir,373,1,121,8,1,1,M6,M,6,,,,,,
Nys.syl.374.1,Nys,syl,374,1,,0,0,1,M6,M,6,,,,poison ivy,,
Pin.tae.375.1,Pin,tae,375,1,150,6,1,1,M6,M,6,,,,,,
Nys.syl.376.1,Nys,syl,376,1,115,1,1,1,M6,M,6,,,,,,
Nys.syl.377.1,Nys,syl,377,1,107,0,0,1,M6,M,6,,,,,,
Pin.tae.378.1,Pin,tae,378,1,346,4,1,1,M6,M,6,,,,,,
Jun.vir.379.1,Jun,vir,379,1,,,,,M6,M,6,,,,,,
Jun.vir.380.1,Jun,vir,380,1,164,7,1,1,M6,M,6,,,,,,
Jun.vir.381.1,Jun,vir,381,1,180,6,1,1,M6,M,6,,,,,,
Jun.vir.382.1,Jun,vir,382,1,,0,0,1,M6,M,6,,,,poison ivy,,
Jun.vir.383.1,Jun,vir,383,1,,8,1,1,M6,M,6,,,,poison ivy,,
Pin.tae.384.1,Pin,tae,384,1,,7,1,1,M6,M,6,,,,poison ivy,,
Jun.vir.385.1,Jun,vir,385,1,,0,0,0,M6,M,6,,,,poison ivy,,
Jun.vir.386.1,Jun,vir,386,1,,7,1,1,M6,M,6,,,,poison ivy,,
Jun.vir.387.1,Jun,vir,387,1,,0,0,1,M6,M,6,,,,,,
Jun.vir.388.1,Jun,vir,388,1,200,8,1,1,M6,M,6,,,,,,
Pin.tae.389.1,Pin,tae,389,1,365,7,1,1,M6,M,6,,,,,,
Nys.syl.390.1,Nys,syl,390,1,130,0,0,1,M6,M,6,,,,,,
Nys.syl.391.1,Nys,syl,391,1,135,4,1,1,M6,M,6,,,,,,
Pin.tae.392.1,Pin,tae,392,1,,0,0,1,M6,M,6,,,,can't obtain dbh,,
Jun.vir.393.1,Jun,vir,393,1,100,0,0,1,M6,M,6,,,,,,
Nys.syl.394.1,Nys,syl,394,1,203,2,1,1,M6,M,6,,,,,,
Nys.syl.395.1,Nys,syl,395,1,61,0,0,0,M6,M,6,,,,,,
Pin.tae.396.1,Pin,tae,396,1,485,5,1,1,M6,M,6,,,,,,
Pin.tae.397.1,Pin,tae,397,1,205,2,1,1,M6,M,6,,,,,,
Jun.vir.398.1,Jun,vir,398,1,64,0,0,1,M6,M,6,,,,,,
Jun.vir.399.1,Jun,vir,399,1,166,7,1,1,M6,M,6,,,,,,
Nys.syl.400.1,Nys,syl,400,1,181,7,1,1,M6,M,6,,,,,,
Mor.cer.505.1,Mor,cer,505,1,71,7,1,1,M6,M,6,,,,,,
Jun.vir.5829.1,Jun,vir,5829,1,164,7,1,1,M6,M,6,,,,,,
Uni.spp.5830.1,Uni,spp,5830,1,73,0,0,1,M6,M,6,,,,,,
Nys.syl.5831.1,Nys,syl,5831,1,183,0,0,1,M6,M,6,,,,,,
Pin.tae.5864.1,Pin,tae,5864,1,333,6,1,1,M6,M,6,,,,,,
Jun.vir.5865.1,Jun,vir,5865,1,135,6,1,1,M6,M,6,,,,,,
Pin.tae.5866.1,Pin,tae,5866,1,230,5,1,1,M6,M,6,,,,,,
Jun.vir.5867.1,Jun,vir,5867,1,120,8,1,1,M6,M,6,,,,,,
Uni.spp.5868.1,Uni,spp,5868,1,,,,,M6,M,6,,,,,,
Jun.vir.5869.1,Jun,vir,5869,1,,,,,M6,M,6,,,,,,
Jun.vir.385.2,Jun,vir,385,2,,,,,M6,M,6,,,,,,
Jun.vir.5145.1,Jun,vir,5145,1,,0,0,1,M6,M,6,,,,,,
Mor.cer.5144.1,Mor,cer,5144,1,57,7,1,1,M6,M,6,,,,,,
Mor.cer.5143.1,Mor,cer,5143,1,52,0,0,1,M6,M,6,,,,,,
Mor.cer.505.2,Mor,cer,505,2,55,7,1,1,M6,M,6,,,,,,
Mor.cer.590.1,Mor,cer,590,1,71,8,1,1,M6,M,6,,,,,,
Pin.tae.308.1,Pin,tae,308,1,331,0,0,1,M7,M,7,,,,,,
Pin.tae.309.1,Pin,tae,309,1,153,0,0,1,M7,M,7,,,,,,
Jun.vir.310.1,Jun,vir,310,1,103,0,0,1,M7,M,7,,,,,,
Pin.tae.311.1,Pin,tae,311,1,445,3,,,M7,M,7,,,,,,
Jun.vir.312.1,Jun,vir,312,1,235,8,1,1,M7,M,7,,,,,,
Pin.tae.313.1,Pin,tae,313,1,337,5,1,1,M7,M,7,,,,,,
Pin.tae.314.1,Pin,tae,314,1,497,6,1,1,M7,M,7,,,,,,
Jun.vir.315.1,Jun,vir,315,1,120,0,0,1,M7,M,7,,,,,,
Jun.vir.316.1,Jun,vir,316,1,110,0,0,1,M7,M,7,,,,,,
Pin.tae.317.1,Pin,tae,317,1,195,5,1,1,M7,M,7,,,,,,
Nys.syl.318.1,Nys,syl,318,1,88,0,0,1,M7,M,7,,,,,,
Jun.vir.319.1,Jun,vir,319,1,113,0,0,1,M7,M,7,,,,,,
Jun.vir.320.1,Jun,vir,320,1,214,0,0,1,M7,M,7,,,,"200 range, not 450",,
Pin.tae.321.1,Pin,tae,321,1,502,9,1,1,M7,M,7,,,,,,
Pin.tae.322.1,Pin,tae,322,1,284,5,1,1,M7,M,7,,,,,,
Jun.vir.323.1,Jun,vir,323,1,113,3,1,1,M7,M,7,,,,,,
Jun.vir.324.1,Jun,vir,324,1,,0,0,1,M7,M,7,,,,,,
Jun.vir.325.1,Jun,vir,325,1,,5,1,1,M7,M,7,,,,,,
Jun.vir.326.1,Jun,vir,326,1,74,0,0,1,M7,M,7,,,,,,
Pin.tae.327.1,Pin,tae,327,1,425,0,0,1,M7,M,7,,,,,,
Jun.vir.328.1,Jun,vir,328,1,143,8,1,1,M7,M,7,,,,,,
Nys.syl.329.1,Nys,syl,329,1,,0,0,0,M7,M,7,,,,fallen,,
Pin.tae.330.1,Pin,tae,330,1,400,5,1,1,M7,M,7,,,,,,
Nys.syl.331.1,Nys,syl,331,1,148,0,0,1,M7,M,7,,,,,,
Jun.vir.332.1,Jun,vir,332,1,194,5,1,1,M7,M,7,,,,,,
Nys.syl.333.1,Nys,syl,333,1,68,0,0,1,M7,M,7,,,,,,
Jun.vir.334.1,Jun,vir,334,1,157,0,0,1,M7,M,7,,,,,,
Nys.syl.335.1,Nys,syl,335,1,112,1,1,,M7,M,7,,,,,,
Nys.syl.336.1,Nys,syl,336,1,78,0,0,1,M7,M,7,,,,A5336 one tree,,
Pin.tae.337.1,Pin,tae,337,1,391,7,1,1,M7,M,7,,,,,,
Mor.cer.454.1,Mor,cer,454,1,125,7,1,1,M7,M,7,,,,,,
Jun.vir.5832.1,Jun,vir,5832,1,,,,,M7,M,7,,,,,,
Jun.vir.5833.1,Jun,vir,5833,1,143,5,1,1,M7,M,7,,,,,,
Jun.vir.5834.1,Jun,vir,5834,1,93,0,0,1,M7,M,7,,,,,,
Jun.vir.5835.1,Jun,vir,5835,1,307,0,0,1,M7,M,7,,,,,Pin,tae
Uni.spp.5836.1,Uni,spp,5836,1,341,4,1,1,M7,M,7,,,,,Pin,tae
Jun.vir.914.1,Jun,vir,914,1,173,0,0,1,M7,M,7,,,,,,
Uni.spp.915.1,Uni,spp,915,1,100,0,0,1,M7,M,7,,,,,,
Uni.spp.920.1,Uni,spp,920,1,32,0,0,1,M7,M,7,,,,,,
Jun.vir.979.1,Jun,vir,979,1,,0,0,1,M7,M,7,,,,,,
Nys.syl.331.2,Nys,syl,331,2,175,0,0,1,M7,M,7,,,,merge 3rd stem!,,
Mor.cer.454.2,Mor,cer,454,2,54,8,1,1,M7,M,7,,,,,,
Nys.syl.331.3,Nys,syl,331,3,,,,,M7,M,7,,,,,,
Mor.cer.454.3,Mor,cer,454,3,56,7,1,1,M7,M,7,,,,,,
Pin.tae.255.1,Pin,tae,255,1,360,8,1,1,H0,H,0,,,,,,
Nys.syl.256.1,Nys,syl,256,1,79,8,1,1,H0,H,0,,,,,,
Nys.syl.257.1,Nys,syl,257,1,154,9,1,1,H0,H,0,,,,,,
Pin.tae.258.1,Pin,tae,258,1,443,9,1,1,H0,H,0,,,,,,
Nys.syl.259.1,Nys,syl,259,1,30,4,1,1,H0,H,0,,,,,,
Nys.syl.260.1,Nys,syl,260,1,261,8,1,1,H0,H,0,,,,,,
Nys.syl.261.1,Nys,syl,261,1,70,6,1,1,H0,H,0,,,,,,
Nys.syl.262.1,Nys,syl,262,1,189,0,0,1,H0,H,0,,,,,,
Nys.syl.263.1,Nys,syl,263,1,,0,0,0,H0,H,0,,,,,,
Pin.tae.264.1,Pin,tae,264,1,257,6,1,1,H0,H,0,,,,,,
Nys.syl.265.1,Nys,syl,265,1,130,0,0,1,H0,H,0,,,,,,
Pin.tae.266.1,Pin,tae,266,1,409,7,1,1,H0,H,0,,,,,,
Nys.syl.267.1,Nys,syl,267,1,179,8,1,1,H0,H,0,,,,,,
Nys.syl.268.1,Nys,syl,268,1,183,9,1,1,H0,H,0,,,,,,
Pin.tae.269.1,Pin,tae,269,1,568,9,1,1,H0,H,0,,,,,,
Pin.tae.270.1,Pin,tae,270,1,322,7,1,1,H0,H,0,,,,,,
Nys.syl.271.1,Nys,syl,271,1,206,9,1,1,H0,H,0,,,,,,
Pin.tae.272.1,Pin,tae,272,1,347,7,1,1,H0,H,0,,,,,,
Nys.syl.273.1,Nys,syl,273,1,148,9,1,1,H0,H,0,,,,,,
Nys.syl.274.1,Nys,syl,274,1,59,8,1,1,H0,H,0,,,,,,
Nys.syl.275.1,Nys,syl,275,1,77,8,1,1,H0,H,0,,,,,,
Pin.tae.276.1,Pin,tae,276,1,555,8,1,1,H0,H,0,,,,,,
Nys.syl.277.1,Nys,syl,277,1,29,6,1,1,H0,H,0,,,,,,
Nys.syl.278.1,Nys,syl,278,1,48,7,1,1,H0,H,0,,,,,,
Pin.tae.279.1,Pin,tae,279,1,543,8,1,1,H0,H,0,,,,,,
Pin.tae.280.1,Pin,tae,280,1,354,8,1,1,H0,H,0,,,,,,
Nys.syl.281.1,Nys,syl,281,1,53,8,1,1,H0,H,0,,,,,,
Nys.syl.282.1,Nys,syl,282,1,157,9,1,1,H0,H,0,,,,,,
Ace.rub.283.1,Ace,rub,283,1,234,9,1,1,H0,H,0,,,,,,
Uni.spp.284.1,Uni,spp,284,1,,,,,H0,H,0,,,,,,
Nys.syl.285.1,Nys,syl,285,1,309,9,1,1,H0,H,0,,,,,,
Pin.tae.286.1,Pin,tae,286,1,309,5,1,1,H0,H,0,,,,,,
Nys.syl.287.1,Nys,syl,287,1,216,7,1,1,H0,H,0,,,,,,
Nys.syl.288.1,Nys,syl,288,1,180,9,1,1,H0,H,0,,,,,,
Pin.tae.289.1,Pin,tae,289,1,554,8,1,1,H0,H,0,,,,,,
Pin.tae.290.1,Pin,tae,290,1,511,8,1,1,H0,H,0,,,,,,
Liq.sty.291.1,Liq,sty,291,1,234,7,1,1,H0,H,0,,,,,,
Ile.opa.292.1,Ile,opa,292,1,158,9,1,1,H0,H,0,,,,,,
Ace.pen.293.1,Ace,pen,293,1,130,7,1,1,H0,H,0,,,,,Liq,sty
Ile.opa.294.1,Ile,opa,294,1,107,8,1,1,H0,H,0,,,,,,
Ile.opa.295.1,Ile,opa,295,1,127,9,1,1,H0,H,0,,,,,,
Pin.tae.296.1,Pin,tae,296,1,278,8,1,1,H0,H,0,,,,,,
Ace.pen.297.1,Ace,pen,297,1,212,9,1,1,H0,H,0,,,,species change,Ace,rub
Ace.spp.298.1,Ace,spp,298,1,131,7,1,1,H0,H,0,,,,,Ace,rub
Ace.pen.299.1,Ace,pen,299,1,148,8,1,1,H0,H,0,,,,,Liq,sty
Pin.tae.300.1,Pin,tae,300,1,258,8,1,1,H0,H,0,,,,,,
Ile.opa.5840.1,Ile,opa,5840,1,88,7,1,1,H0,H,0,,,,,Nys,syl
Nys.syl.5841.1,Nys,syl,5841,1,99,8,1,1,H0,H,0,,,,,Ile,opa
Uni.spp.99.1,Uni,spp,99,1,,,,,H0,H,0,,,,missing,,
Nys.syl.257.2,Nys,syl,257,2,75,7,1,1,H0,H,0,,,,,,
Nys.syl.274.2,Nys,syl,274,2,41,3,1,1,H0,H,0,,,,,,
Nys.syl.281.2,Nys,syl,281,2,45,4,1,1,H0,H,0,,,,,,
Nys.syl.274.3,Nys,syl,274,3,38,0,0,1,H0,H,0,,,,,,
Pin.tae.5269.1,Pin,tae,5269,1,24,8,1,1,H0,H,0,,,,water potential tree,,
Pin.tae.102.1,Pin,tae,102,1,136,0,0,1,H2,H,2,,,,,,
Pin.tae.103.1,Pin,tae,103,1,,,,,H2,H,2,,,,,,
Uni.spp.104.1,Uni,spp,104,1,,,,,H2,H,2,,,,,,
Nys.syl.175.1,Nys,syl,175,1,184,8,1,1,H2,H,2,,,,,,
Pin.tae.176.1,Pin,tae,176,1,342,6,1,1,H2,H,2,,,,,,
Pin.tae.177.1,Pin,tae,177,1,362,7,1,1,H2,H,2,,,,,,
Nys.syl.178.1,Nys,syl,178,1,65,8,1,1,H2,H,2,,,,,,
Nys.syl.179.1,Nys,syl,179,1,54,9,1,1,H2,H,2,,,,,,
